station_id,reading_time,ghi_wm2,dni_wm2,dhi_wm2,ambient_temp,temp_unit,wind_speed_ms,relative_humidity_pct,barometric_pressure_hpa,solar_zenith_angle_deg,cloud_opacity_pct,precipitation_mm
WS-Central,2025-06-14 05:45:00,36.166,0.0,12.405,26.4,C,3.268,62.33,1011.29,60.042,30.95,1.12
WS-Central,2025-06-14 06:00:00,74.854,54.178,27.743,29.68,C,12.75,69.29,1013.31,37.535,15.88,0.935
WS-Central,2025-06-14 06:15:00,190.225,125.872,93.219,23.91,C,2.236,49.37,1015.22,56.141,48.02,0.503
WS-Central,2025-06-14 06:30:00,116.568,83.533,54.839,22.68,C,1.744,69.22,1012.1,23.396,8.7,0.091
WS-Central,2025-06-14 06:45:00,235.462,172.945,108.955,30.59,C,3.285,49.89,1009.71,19.47,31.47,0.224
WS-Central,2025-06-14 07:00:00,322.248,226.81,125.418,27.53,C,2.196,48.28,1021.33,23.583,40.23,0.045
WS-Central,2025-06-14 07:15:00,418.471,289.045,166.493,28.48,C,5.504,65.05,1021.76,73.982,50.43,0.377
WS-Central,2025-06-14 07:30:00,368.242,278.387,145.368,25.8,C,9.1,56.81,1019.22,55.735,36.48,0.717
WS-Central,2025-06-14 07:45:00,481.078,347.081,181.947,32.65,C,2.867,36.29,1002.08,43.906,56.06,0.62
WS-Central,2025-06-14 08:00:00,499.215,334.627,260.75,30.18,C,3.806,30.92,1017.2,59.671,20.94,0.468
WS-Central,2025-06-14 08:15:00,416.627,282.223,213.058,30.66,C,8.846,39.23,1012.32,35.358,32.87,0.099
WS-Central,2025-06-14 08:30:00,439.315,302.506,179.004,32.77,C,5.003,41.67,1026.24,65.224,49.19,0.048
WS-Central,2025-06-14 08:45:00,503.078,408.376,163.387,32.71,C,3.242,31.87,1014.87,68.714,40.39,0.004
WS-Central,2025-06-14 09:00:00,470.672,380.41,153.586,29.84,C,2.912,68.85,1005.41,61.739,31.5,0.173
WS-Central,2025-06-14 09:15:00,582.186,419.157,226.528,30.81,C,6.203,13.74,999.19,79.821,0.0,0.047
WS-Central,2025-06-14 09:30:00,594.933,461.768,209.446,28.34,C,11.568,30.56,1016.32,62.425,29.19,0.229
WS-Central,2025-06-14 09:45:00,779.659,517.087,360.304,35.9,C,3.527,39.01,999.52,10.967,42.33,0.531
WS-Central,2025-06-14 10:00:00,1041.21,813.172,469.951,34.67,C,4.906,38.06,1011.97,16.92,46.46,0.877
WS-Central,2025-06-14 10:15:00,983.628,708.505,487.188,33.63,C,19.774,29.98,1008.05,34.291,31.66,0.135
WS-Central,2025-06-14 10:30:00,558.103,411.813,259.781,32.79,C,14.142,37.58,1012.69,32.65,0.0,0.122
WS-Central,2025-06-14 10:45:00,773.201,643.413,254.186,35.93,C,3.768,23.51,1002.78,24.561,13.67,0.16
WS-Central,2025-06-14 11:00:00,940.313,786.887,354.67,35.71,C,2.895,62.2,1004.65,24.994,20.92,0.605
WS-Central,2025-06-14 11:15:00,871.057,670.49,303.562,33.21,C,6.759,34.95,1006.66,28.024,52.74,0.815
WS-Central,2025-06-14 11:30:00,1068.44,821.728,471.187,36.81,C,8.3,27.07,1012.38,20.34,35.75,0.317
WS-Central,2025-06-14 11:45:00,819.851,608.129,280.91,33.83,C,6.543,54.92,1012.61,38.243,49.64,0.196
WS-Central,2025-06-14 12:00:00,994.227,655.988,460.549,37.32,C,2.877,34.25,1022.07,36.746,31.91,0.064
WS-Central,2025-06-14 12:15:00,1036.157,761.71,413.369,34.01,C,2.731,29.4,1010.45,46.385,55.85,0.08
WS-Central,2025-06-14 12:30:00,997.517,846.905,324.908,35.69,C,8.482,20.8,1015.99,17.218,27.89,0.05
WS-Central,2025-06-14 12:45:00,615.835,504.916,169.087,37.97,C,2.917,42.65,1009.48,47.229,54.58,0.086
WS-Central,2025-06-14 13:00:00,763.28,633.153,295.92,33.0,C,4.889,35.0,1017.75,25.462,61.68,0.335
WS-Central,2025-06-14 13:15:00,1022.348,667.368,534.031,36.49,C,2.942,59.95,1008.77,70.349,40.38,0.123
WS-Central,2025-06-14 13:30:00,1025.996,694.793,524.803,26.35,C,9.041,41.76,1012.86,29.689,22.49,0.039
WS-Central,2025-06-14 13:45:00,814.297,669.344,212.564,34.34,C,12.523,45.15,1005.62,48.1,0.0,0.039
WS-Central,2025-06-14 14:00:00,630.77,413.684,334.577,30.44,C,23.335,54.91,1003.04,20.326,49.45,0.426
WS-Central,2025-06-14 14:15:00,569.091,458.166,204.168,35.12,C,2.978,29.12,1021.11,41.003,35.85,0.18
WS-Central,2025-06-14 14:30:00,898.085,686.129,375.114,26.49,C,11.372,42.6,1000.59,24.528,73.97,0.04
WS-Central,2025-06-14 14:45:00,747.699,543.457,262.944,31.54,C,7.246,51.45,1003.09,60.897,37.49,0.864
WS-Central,2025-06-14 15:00:00,684.147,529.657,298.263,34.8,C,7.955,25.22,1013.24,51.882,14.09,0.229
WS-Central,2025-06-14 15:15:00,525.747,427.999,157.046,32.8,C,6.526,25.62,1024.65,64.069,50.62,0.514
WS-Central,2025-06-14 15:30:00,736.039,569.872,236.397,33.26,C,10.241,53.62,1016.6,71.125,15.43,0.058
WS-Central,2025-06-14 15:45:00,473.529,363.301,184.948,30.16,C,15.903,52.9,1013.66,16.858,50.39,0.14
WS-Central,2025-06-14 16:00:00,504.931,389.386,219.978,28.79,C,6.327,38.68,1017.81,51.348,0.0,0.014
WS-Central,2025-06-14 16:15:00,555.724,440.708,159.287,26.37,C,1.526,58.0,1011.4,64.637,34.11,0.471
WS-Central,2025-06-14 16:30:00,270.372,213.771,116.839,28.23,C,7.216,53.63,1004.24,59.34,44.74,0.047
WS-Central,2025-06-14 16:45:00,388.732,260.203,176.309,27.28,C,6.33,40.1,1000.09,67.633,41.68,0.327
WS-Central,2025-06-14 17:00:00,320.558,235.805,135.364,26.55,C,4.969,66.05,1017.54,76.345,0.0,0.003
WS-Central,2025-06-14 17:15:00,314.212,219.971,118.897,27.75,C,8.067,46.57,1014.63,78.242,19.46,0.429
WS-Central,2025-06-14 17:30:00,232.7,158.333,101.13,26.7,C,5.784,74.18,1014.2,50.404,37.45,0.248
WS-Central,2025-06-14 17:45:00,127.121,101.813,55.687,25.34,C,6.943,56.97,1012.17,53.679,4.76,0.375
WS-Central,2025-06-14 18:00:00,112.421,93.513,32.775,28.97,C,1.38,63.44,1006.66,27.301,82.73,0.103
WS-Central,2025-06-14 18:15:00,62.21,50.143,25.758,25.94,C,5.074,48.95,1001.69,78.956,58.66,0.819
WS-Central,2025-06-14 18:30:00,4.28,0.064,2.969,23.51,C,9.775,57.13,1025.16,34.743,51.71,0.174
WS-Central,2025-06-14 18:45:00,20.595,1.604,8.735,26.7,C,0.256,56.87,1022.15,26.279,7.76,0.19
WS-Central,2025-06-14 19:00:00,2.562,1.757,1.055,23.13,C,6.559,81.21,1029.5,22.018,36.41,0.051
WS-Central,2025-06-14 19:15:00,6.113,0.162,4.773,19.86,C,6.511,68.35,1010.98,10.804,11.35,0.254
WS-Central,2025-06-14 19:30:00,2.83,2.059,6.038,23.39,C,5.882,42.0,1011.75,58.394,35.48,0.079
WS-Central,2025-06-14 19:45:00,8.241,2.399,0.045,22.8,C,9.026,53.38,1006.79,14.759,50.05,0.473
WS-Central,2025-06-14 20:00:00,7.686,2.795,1.733,23.48,C,11.58,55.42,1025.08,80.383,21.09,0.363
WS-Central,2025-06-14 20:15:00,2.017,4.321,7.728,21.76,C,2.998,68.91,1007.51,20.347,59.88,0.689
WS-Central,2025-06-14 20:30:00,2.475,3.51,2.633,22.12,C,2.51,46.93,995.89,20.21,31.8,0.07
WS-Central,2025-06-14 20:45:00,3.977,3.4,0.197,24.69,C,4.591,56.75,1023.18,59.096,78.45,0.197
WS-Central,2025-06-14 21:00:00,1.172,1.713,2.853,17.9,C,3.373,45.18,1004.09,49.954,57.4,0.069
WS-Central,2025-06-14 21:15:00,18.7,0.31,0.045,19.69,C,1.702,63.38,1011.55,40.14,29.14,0.055
WS-Central,2025-06-14 21:30:00,2.793,1.446,0.132,24.12,C,3.363,57.08,1027.95,22.871,44.41,0.319
WS-Central,2025-06-14 21:45:00,0.556,0.433,1.255,17.8,C,3.53,58.09,1023.28,83.386,29.26,0.161
WS-Central,2025-06-14 22:00:00,3.489,1.678,3.98,22.59,C,8.253,45.22,1007.2,41.889,6.92,0.059
WS-Central,2025-06-14 22:15:00,3.907,0.783,0.326,19.46,C,8.195,43.79,1007.03,26.0,23.1,0.422
WS-Central,2025-06-14 22:30:00,3.884,1.263,6.382,22.74,C,5.93,76.99,1007.28,24.296,51.28,0.227
WS-Central,2025-06-14 22:45:00,0.207,0.004,7.369,22.81,C,11.369,89.98,1007.92,37.02,40.61,0.424
WS-Central,2025-06-14 23:00:00,1.989,3.675,2.474,24.64,C,3.185,47.98,1013.65,31.203,12.78,0.669
WS-Central,2025-06-14 23:15:00,6.561,0.256,3.608,21.88,C,17.039,39.72,1010.43,50.088,32.46,0.007
WS-Central,2025-06-14 23:30:00,5.497,2.314,9.337,21.87,C,3.315,58.63,1001.18,83.765,67.46,0.277
WS-Central,2025-06-14 23:45:00,6.561,0.5,0.45,23.74,C,12.378,63.5,1008.17,25.819,0.04,0.414
WS-Central,2025-06-15 00:00:00,0.01,5.67,3.653,20.64,C,8.187,68.62,1014.91,71.512,55.65,0.042
WS-Central,2025-06-15 00:15:00,6.432,0.237,2.259,20.43,C,1.963,34.7,1016.04,23.125,9.99,0.74
WS-Central,2025-06-15 00:30:00,2.965,1.832,1.362,19.39,C,4.143,62.19,1009.22,63.5,12.72,0.164
WS-Central,2025-06-15 00:45:00,0.787,2.255,8.829,24.82,C,3.0,58.23,1010.71,52.686,30.01,0.107
WS-Central,2025-06-15 01:00:00,6.858,2.492,4.812,22.13,C,10.633,26.38,1010.56,32.17,46.13,0.05
WS-Central,2025-06-15 01:15:00,19.02,1.795,3.065,20.65,C,2.087,55.92,1004.6,58.334,28.28,0.308
WS-Central,2025-06-15 01:30:00,13.089,1.422,3.53,19.63,C,0.771,43.97,1013.27,58.678,30.18,0.25
WS-Central,2025-06-15 01:45:00,6.203,1.435,6.677,17.81,C,8.756,64.92,1006.89,74.562,38.13,0.32
WS-Central,2025-06-15 02:00:00,5.054,1.21,5.669,20.92,C,1.997,56.77,1026.79,55.67,7.92,0.042
WS-Central,2025-06-15 02:15:00,8.799,2.489,0.971,21.91,C,3.433,45.24,1005.61,71.702,0.0,0.305
WS-Central,2025-06-15 02:30:00,2.529,1.772,7.184,18.58,C,5.382,52.53,1023.09,74.553,20.62,0.333
WS-Central,2025-06-15 02:45:00,5.418,4.94,2.785,24.42,C,6.519,81.24,1007.28,58.679,66.38,0.174
WS-Central,2025-06-15 03:00:00,8.383,1.756,4.547,24.73,C,12.212,50.91,1017.45,41.411,28.14,1.115
WS-Central,2025-06-15 03:15:00,0.903,2.06,1.236,18.42,C,4.177,58.58,1010.0,81.441,63.12,0.588
WS-Central,2025-06-15 03:30:00,6.468,2.766,8.602,20.45,C,2.915,63.65,1008.52,32.069,37.18,0.138
WS-Central,2025-06-15 03:45:00,13.671,3.449,0.409,20.7,C,1.375,25.75,1011.13,64.049,50.92,0.596
WS-Central,2025-06-15 04:00:00,3.939,3.779,0.702,23.41,C,4.734,79.13,1010.95,84.145,19.08,0.062
WS-Central,2025-06-15 04:15:00,0.515,2.033,0.243,23.01,C,1.552,44.17,1016.15,48.993,21.73,0.045
WS-Central,2025-06-15 04:30:00,3.91,3.533,7.921,20.88,C,4.727,47.9,1010.7,57.992,34.91,0.374
WS-Central,2025-06-15 04:45:00,3.504,1.365,1.998,24.21,C,5.236,66.46,1017.69,24.99,32.08,0.404
WS-Central,2025-06-15 05:00:00,20.929,2.437,3.181,18.36,C,3.203,54.22,1003.15,19.38,35.15,0.213
WS-Central,2025-06-15 05:15:00,16.082,3.823,11.601,19.7,C,3.888,55.28,1015.42,73.986,46.18,0.006
WS-Central,2025-06-15 05:30:00,7.826,0.959,7.153,24.81,C,9.172,35.57,1009.5,60.257,43.34,0.233
WS-Central,2025-06-15 05:45:00,62.421,51.163,23.211,24.31,C,10.799,53.84,1023.86,17.027,3.19,0.051
WS-Central,2025-06-15 06:00:00,102.54,67.412,41.952,25.78,C,10.618,66.48,1006.03,70.413,4.12,0.544
WS-Central,2025-06-15 06:15:00,129.737,101.377,57.648,26.09,C,8.347,72.33,1012.36,74.88,18.73,0.03
WS-Central,2025-06-15 06:30:00,219.313,172.791,67.358,25.41,C,7.901,63.78,1013.89,17.477,0.0,0.14
WS-Central,2025-06-15 06:45:00,236.997,164.214,93.566,24.89,C,3.013,51.2,1007.75,52.711,11.32,0.064
WS-Central,2025-06-15 07:00:00,349.255,231.361,153.036,25.98,C,4.971,41.01,1019.33,56.019,55.97,0.857
WS-Central,2025-06-15 07:15:00,411.863,273.139,183.409,27.75,C,2.621,50.59,1017.35,22.538,0.0,0.063
WS-Central,2025-06-15 07:30:00,544.339,460.787,190.223,26.88,C,2.386,44.3,1018.19,57.592,69.58,0.269
WS-Central,2025-06-15 07:45:00,416.023,307.546,151.651,34.59,C,3.623,63.38,1013.37,33.629,24.75,0.232
WS-Central,2025-06-15 08:00:00,526.528,403.378,223.58,29.45,C,2.374,40.04,1009.12,82.503,38.63,0.042
WS-Central,2025-06-15 08:15:00,609.969,401.421,306.575,30.77,C,10.092,48.83,1006.61,78.633,38.98,0.242
WS-Central,2025-06-15 08:30:00,706.056,546.412,222.62,28.31,C,12.582,29.59,1027.4,71.494,32.11,1.01
WS-Central,2025-06-15 08:45:00,519.85,409.285,163.25,27.72,C,6.663,41.67,1014.17,66.669,26.48,0.013
WS-Central,2025-06-15 09:00:00,841.313,600.584,334.145,33.08,C,3.022,36.19,1036.74,58.209,24.84,0.37
WS-Central,2025-06-15 09:15:00,588.872,473.983,202.133,32.88,C,8.894,30.36,1002.32,53.447,13.06,0.007
WS-Central,2025-06-15 09:30:00,816.404,652.567,249.075,32.26,C,7.699,45.86,1005.48,82.593,36.53,0.352
WS-Central,2025-06-15 09:45:00,829.921,678.86,287.136,36.51,C,4.226,45.69,1002.76,65.998,30.99,0.366
WS-Central,2025-06-15 10:00:00,854.747,561.417,415.466,35.08,C,5.056,42.4,1009.91,32.688,53.0,0.411
WS-Central,2025-06-15 10:15:00,845.372,697.541,265.024,34.18,C,12.461,37.15,1012.86,13.167,52.28,0.324
WS-Central,2025-06-15 10:30:00,900.0,615.449,410.471,31.82,C,14.77,47.09,1017.09,49.454,15.36,0.143
WS-Central,2025-06-15 10:45:00,869.549,671.222,295.455,30.02,C,6.178,34.46,998.82,45.8,58.0,0.364
WS-Central,2025-06-15 11:00:00,982.073,808.713,413.463,32.43,C,7.244,36.86,1027.52,11.79,46.6,0.159
WS-Central,2025-06-15 11:15:00,904.197,678.517,319.374,35.46,C,8.267,48.14,1019.21,41.605,44.78,0.239
WS-Central,2025-06-15 11:30:00,968.745,772.428,345.789,35.13,C,3.93,31.51,1005.03,29.236,31.33,0.438
WS-Central,2025-06-15 11:45:00,517.911,381.377,180.723,33.75,C,3.714,59.82,1008.04,82.937,62.07,0.055
WS-Central,2025-06-15 12:00:00,944.052,789.006,366.647,32.22,C,7.368,42.71,990.58,19.447,35.66,0.2
WS-Central,2025-06-15 12:15:00,1158.041,759.368,485.211,35.46,C,7.375,20.84,1020.75,12.505,28.46,0.374
WS-Central,2025-06-15 12:30:00,910.516,686.263,315.146,35.56,C,10.384,25.86,1019.6,43.38,31.09,0.141
WS-Central,2025-06-15 12:45:00,1103.621,830.804,368.158,38.77,C,4.497,36.61,1018.76,58.639,46.89,0.165
WS-Central,2025-06-15 13:00:00,1124.921,802.655,415.585,34.65,C,13.939,32.07,1010.32,55.227,17.52,0.334
WS-Central,2025-06-15 13:15:00,610.513,409.487,249.433,29.51,C,11.984,12.5,1032.31,27.191,38.68,0.186
WS-Central,2025-06-15 13:30:00,766.692,509.226,381.553,36.63,C,3.667,47.58,1021.51,16.811,30.74,0.793
WS-Central,2025-06-15 13:45:00,981.925,700.74,372.75,31.8,C,10.766,18.4,1021.21,71.394,28.89,0.339
WS-Central,2025-06-15 14:00:00,812.134,621.016,354.908,32.71,C,6.26,49.17,1012.93,12.523,14.41,0.023
WS-Central,2025-06-15 14:15:00,865.283,661.714,377.519,33.05,C,4.669,47.12,994.51,31.01,34.61,0.067
WS-Central,2025-06-15 14:30:00,702.089,585.573,287.441,32.95,C,4.991,49.33,1010.49,22.521,61.78,0.812
WS-Central,2025-06-15 14:45:00,810.517,678.029,251.059,38.53,C,7.188,40.62,1020.63,61.813,17.34,0.491
WS-Central,2025-06-15 15:00:00,680.793,539.256,246.037,29.95,C,2.311,41.81,1018.84,12.989,50.82,0.057
WS-Central,2025-06-15 15:15:00,350.112,294.585,137.556,29.6,C,4.725,51.44,1021.72,53.743,49.38,0.38
WS-Central,2025-06-15 15:30:00,679.408,513.0,277.556,28.54,C,8.834,31.94,1003.21,76.706,44.72,1.003
WS-Central,2025-06-15 15:45:00,709.611,495.155,298.244,30.7,C,14.515,44.87,1000.29,44.311,37.34,0.171
WS-Central,2025-06-15 16:00:00,599.709,477.293,241.515,26.46,C,12.054,47.65,1001.71,72.24,28.02,0.073
WS-Central,2025-06-15 16:15:00,437.224,328.897,146.449,25.63,C,13.15,63.56,1006.71,25.903,52.33,0.155
WS-Central,2025-06-15 16:30:00,406.048,293.883,168.029,30.33,C,21.264,54.11,1013.39,54.964,35.54,0.473
WS-Central,2025-06-15 16:45:00,478.642,361.985,186.549,22.68,C,2.684,52.91,1012.92,37.154,19.36,0.009
WS-Central,2025-06-15 17:00:00,344.184,240.548,149.47,27.51,C,3.13,47.18,1018.45,36.373,45.61,0.792
WS-Central,2025-06-15 17:15:00,334.139,263.846,146.717,28.37,C,2.552,49.14,1011.78,54.837,63.66,0.079
WS-Central,2025-06-15 17:30:00,220.323,164.793,96.287,24.75,C,3.661,38.42,1006.59,78.806,19.98,0.552
WS-Central,2025-06-15 17:45:00,186.999,131.85,76.968,30.23,C,4.89,11.51,1032.01,23.03,48.7,0.495
WS-Central,2025-06-15 18:00:00,86.265,63.248,37.313,23.05,C,12.176,57.96,1007.07,25.256,38.99,0.146
WS-Central,2025-06-15 18:15:00,62.733,48.544,26.135,26.1,C,5.367,54.09,1005.4,23.615,0.0,0.337
WS-Central,2025-06-15 18:30:00,2.528,2.77,1.354,18.23,C,9.968,58.71,1033.53,24.983,41.37,0.179
WS-Central,2025-06-15 18:45:00,3.57,0.513,9.017,21.72,C,1.62,51.02,1015.4,59.787,5.87,0.006
WS-Central,2025-06-15 19:00:00,7.228,0.017,3.551,21.67,C,8.848,62.45,1012.52,63.509,24.7,0.131
WS-Central,2025-06-15 19:15:00,3.068,5.877,2.163,19.63,C,2.121,51.87,1005.49,21.266,0.0,0.185
WS-Central,2025-06-15 19:30:00,1.221,0.439,4.754,31.15,C,9.493,67.38,1012.23,48.429,48.2,0.255
WS-Central,2025-06-15 19:45:00,4.246,0.694,4.433,20.96,C,10.705,48.68,1014.26,21.981,20.82,0.084
WS-Central,2025-06-15 20:00:00,13.034,2.898,0.57,26.39,C,3.829,58.41,1002.15,58.046,22.17,0.109
WS-Central,2025-06-15 20:15:00,7.227,1.735,4.726,20.79,C,13.737,47.81,1015.66,78.662,7.74,0.028
WS-Central,2025-06-15 20:30:00,0.88,2.107,3.845,21.11,C,2.917,79.63,1003.63,49.45,9.47,0.516
WS-Central,2025-06-15 20:45:00,1.891,2.477,0.321,21.21,C,0.353,46.59,1019.86,73.0,38.93,0.002
WS-Central,2025-06-15 21:00:00,3.95,0.687,2.614,21.14,C,6.428,77.22,1013.92,75.044,47.57,0.447
WS-Central,2025-06-15 21:15:00,7.65,0.935,1.442,23.87,C,6.909,62.37,1018.81,65.443,24.42,0.459
WS-Central,2025-06-15 21:30:00,16.701,5.486,2.354,21.92,C,3.412,47.82,1018.83,67.125,53.99,0.141
WS-Central,2025-06-15 21:45:00,3.629,3.255,7.795,22.6,C,4.881,51.89,1023.75,48.4,33.82,0.005
WS-Central,2025-06-15 22:00:00,3.123,1.103,0.002,22.64,C,4.782,60.56,1008.6,12.017,53.05,0.157
WS-Central,2025-06-15 22:15:00,9.783,4.328,0.665,16.44,C,1.354,49.43,1009.01,45.007,46.34,0.276
WS-Central,2025-06-15 22:30:00,0.728,0.22,7.32,19.75,C,2.736,46.75,1010.42,56.086,24.94,0.659
WS-Central,2025-06-15 22:45:00,11.147,3.881,1.631,19.61,C,10.673,48.58,1015.91,54.728,69.84,0.086
WS-Central,2025-06-15 23:00:00,7.77,1.169,8.429,26.16,C,0.555,63.01,1010.41,58.02,37.17,0.066
WS-Central,2025-06-15 23:15:00,1.968,1.289,4.985,21.94,C,8.762,40.75,1007.28,10.439,26.02,0.077
WS-Central,2025-06-15 23:30:00,1.354,2.381,5.664,28.4,C,2.506,56.9,1015.26,58.424,29.43,0.122
WS-Central,2025-06-15 23:45:00,1.62,0.399,6.15,22.97,C,7.75,81.68,1006.87,27.529,29.99,0.477
WS-Central,2025-06-16 00:00:00,2.343,5.38,0.655,24.24,C,8.782,63.16,1014.53,74.84,64.6,0.531
WS-Central,2025-06-16 00:15:00,1.479,1.656,2.614,23.04,C,4.314,51.31,1015.35,18.513,37.48,0.096
WS-Central,2025-06-16 00:30:00,9.742,0.734,0.088,23.14,C,3.867,36.57,1012.14,45.096,48.7,0.221
WS-Central,2025-06-16 00:45:00,1.573,2.275,1.77,24.98,C,10.462,60.37,1016.74,37.955,17.63,0.042
WS-Central,2025-06-16 01:00:00,8.49,5.543,2.999,28.11,C,5.844,48.68,1010.38,68.19,13.36,0.51
WS-Central,2025-06-16 01:15:00,2.187,0.78,9.062,21.79,C,5.33,63.32,1020.58,81.497,48.88,0.288
WS-Central,2025-06-16 01:30:00,2.455,4.692,4.53,20.9,C,2.452,63.92,1013.76,80.603,65.0,0.269
WS-Central,2025-06-16 01:45:00,3.693,0.091,6.349,25.24,C,5.677,65.7,1020.21,56.809,0.0,0.179
WS-Central,2025-06-16 02:00:00,4.975,1.716,8.845,21.07,C,10.873,70.9,1001.49,23.495,39.1,0.225
WS-Central,2025-06-16 02:15:00,0.517,3.478,3.056,27.04,C,6.208,57.95,1018.84,57.594,59.8,0.172
WS-Central,2025-06-16 02:30:00,13.217,5.865,5.339,22.14,C,15.245,58.46,996.69,73.791,44.18,0.084
WS-Central,2025-06-16 02:45:00,0.173,1.002,7.824,23.74,C,5.92,38.38,1009.55,82.618,0.0,0.157
WS-Central,2025-06-16 03:00:00,1.756,4.842,5.433,22.55,C,6.315,45.09,1004.69,39.66,39.59,0.129
WS-Central,2025-06-16 03:15:00,5.609,5.277,2.753,20.34,C,8.609,58.96,1001.66,74.232,34.01,0.457
WS-Central,2025-06-16 03:30:00,14.813,6.2,5.215,23.39,C,5.874,57.54,1014.74,20.683,85.0,0.052
WS-Central,2025-06-16 03:45:00,7.847,2.292,0.727,23.16,C,10.489,50.38,999.22,36.526,0.0,0.344
WS-Central,2025-06-16 04:00:00,13.973,3.506,8.005,28.14,C,1.331,43.08,1007.86,10.759,50.96,0.134
WS-Central,2025-06-16 04:15:00,3.033,1.96,2.422,20.31,C,3.062,62.89,1002.56,19.458,48.29,0.08
WS-Central,2025-06-16 04:30:00,1.026,3.334,7.964,22.1,C,1.52,66.18,1022.55,32.466,40.84,0.258
WS-Central,2025-06-16 04:45:00,11.971,3.065,3.053,25.93,C,18.152,66.07,1020.33,72.809,34.42,0.343
WS-Central,2025-06-16 05:00:00,3.566,4.04,2.043,17.81,C,2.317,74.06,1010.23,19.032,48.44,0.107
WS-Central,2025-06-16 05:15:00,4.489,3.863,1.197,23.71,C,6.088,69.2,1019.65,59.197,40.08,0.187
WS-Central,2025-06-16 05:30:00,3.327,3.197,1.002,26.71,C,2.861,40.86,1008.71,71.936,49.16,0.332
WS-Central,2025-06-16 05:45:00,72.496,56.731,27.274,27.23,C,5.278,44.13,1026.54,21.334,0.0,0.408
WS-Central,2025-06-16 06:00:00,83.811,65.792,34.552,23.15,C,7.838,56.14,1009.18,38.604,41.71,0.726
WS-Central,2025-06-16 06:15:00,123.531,83.454,59.074,28.66,C,7.224,63.48,1018.04,53.689,20.47,0.259
WS-Central,2025-06-16 06:30:00,250.979,190.619,97.395,28.07,C,4.392,60.14,1009.59,31.193,48.68,0.042
WS-Central,2025-06-16 06:45:00,204.055,147.72,73.058,26.02,C,24.295,44.54,1014.92,65.221,65.79,0.0
WS-Central,2025-06-16 07:00:00,409.863,343.77,158.401,29.94,C,2.669,36.78,1012.84,84.52,11.34,0.11
WS-Central,2025-06-16 07:15:00,311.239,212.124,144.618,23.52,C,5.996,58.41,1010.09,46.962,51.05,1.195
WS-Central,2025-06-16 07:30:00,468.528,320.94,182.538,27.93,C,10.095,56.09,1027.0,51.749,41.66,0.081
WS-Central,2025-06-16 07:45:00,440.876,362.721,129.627,26.52,C,4.783,52.31,1015.82,77.464,20.58,0.202
WS-Central,2025-06-16 08:00:00,484.433,339.607,198.097,28.66,C,4.072,61.34,1001.06,34.536,27.95,0.211
WS-Central,2025-06-16 08:15:00,624.534,462.458,247.702,32.5,C,3.535,35.09,1003.81,49.203,39.85,0.27
WS-Central,2025-06-16 08:30:00,597.481,460.174,253.685,29.47,C,12.728,36.7,1018.78,24.115,28.29,0.43
WS-Central,2025-06-16 08:45:00,746.351,553.501,321.95,31.6,C,10.191,25.33,1000.13,66.755,0.0,0.289
WS-Central,2025-06-16 09:00:00,735.62,497.562,300.217,31.21,C,9.325,18.85,1021.14,29.918,43.02,0.267
WS-Central,2025-06-16 09:15:00,445.355,344.916,163.068,34.42,C,9.647,36.7,1003.68,53.891,70.31,0.181
WS-Central,2025-06-16 09:30:00,573.69,400.375,283.075,34.57,C,4.603,44.96,1006.81,76.42,33.3,0.0
WS-Central,2025-06-16 09:45:00,981.061,714.512,434.714,31.9,C,4.86,46.72,1007.54,24.895,36.55,0.342
WS-Central,2025-06-16 10:00:00,821.567,616.778,312.329,31.86,C,8.828,75.16,1016.36,47.937,37.51,0.824
WS-Central,2025-06-16 10:15:00,1043.445,715.307,435.606,30.86,C,11.761,48.19,1006.23,59.576,30.16,0.155
WS-Central,2025-06-16 10:30:00,537.505,434.994,167.556,32.52,C,3.603,32.99,1000.81,22.461,19.9,0.167
WS-Central,2025-06-16 10:45:00,769.165,506.371,369.104,36.05,C,14.348,49.17,1011.21,66.384,50.96,0.14
WS-Central,2025-06-16 11:00:00,824.956,594.968,364.967,37.28,C,5.961,14.56,1015.2,16.33,23.32,0.341
WS-Central,2025-06-16 11:15:00,818.057,565.54,314.096,31.31,C,20.295,31.72,1014.84,25.199,29.76,0.059
WS-Central,2025-06-16 11:30:00,1160.98,902.55,449.203,36.38,C,5.826,42.14,1012.66,39.057,58.61,1.279
WS-Central,2025-06-16 11:45:00,1121.592,853.566,505.725,33.98,C,4.695,28.93,1017.0,79.578,25.76,0.006
WS-Central,2025-06-16 12:00:00,745.278,557.816,331.053,32.4,C,7.313,52.48,1012.46,74.156,48.23,0.133
WS-Central,2025-06-16 12:15:00,1009.203,776.602,382.497,37.67,C,5.022,48.45,1003.97,56.046,34.06,0.087
WS-Central,2025-06-16 12:30:00,1022.182,785.785,334.268,37.7,C,5.042,42.46,1028.29,36.344,43.32,0.04
WS-Central,2025-06-16 12:45:00,562.711,376.716,229.892,32.23,C,3.99,55.11,1014.06,70.144,78.67,0.089
WS-Central,2025-06-16 13:00:00,987.892,794.657,303.958,37.59,C,2.621,41.31,1014.7,25.764,34.47,0.73
WS-Central,2025-06-16 13:15:00,739.119,576.358,304.752,36.53,C,2.459,53.25,1018.17,83.568,17.74,0.501
WS-Central,2025-06-16 13:30:00,642.111,441.246,247.411,33.22,C,3.179,47.0,999.58,48.137,31.01,0.634
