vdc1,vdc2,idc1,idc2,irr,pvt,f_nv
266.149,273.8,7.8084,7.5859,883.604,45.1194,0
264.85,203.528,9.2426,9.0396,991.853,44.6213,1
300.851,302.56,2.5892,0.1668,301.853,23.2448,4
272.245,247.966,8.7388,8.5139,951.448,41.9274,2
263.25,201.739,8.9573,8.7309,941.213,44.4855,1
257.969,195.286,9.0355,8.8478,959.134,48.8321,1
257.6,262.29,9.2536,8.9967,985.938,48.1746,0
1.6045,268.076,0.1065,8.7306,957.861,52.553,3
263.351,2.18,9.137,0.0463,959.497,42.0511,3
252.92,235.655,8.9613,8.3744,936.388,51.053,2
264.783,271.644,8.8025,8.4113,923.981,44.1768,0
256.023,265.079,8.172,7.7595,855.552,48.4794,0
263.139,204.354,8.9679,8.6527,936.018,43.8909,1
248.742,255.901,8.73,8.3898,905.114,56.5219,0
260.641,203.671,9.0566,8.702,948.387,45.4306,1
263.898,199.665,9.2878,9.2161,989.103,43.4683,1
273.666,288.738,2.8301,0.9736,316.699,39.3139,4
267.064,262.289,6.7667,6.5911,724.496,46.4869,0
258.491,240.904,8.8868,8.3087,942.86,49.5879,2
258.009,195.21,8.9817,8.8219,952.252,48.6941,1
267.259,206.56,8.8532,8.5933,930.175,42.0542,1
266.022,205.424,9.115,8.8155,959.297,41.7786,1
263.866,2.1612,9.1271,0.0448,953.433,41.4503,3
284.803,254.495,1.8218,0.3115,249.639,32.3186,4
252.404,236.966,9.1828,8.5028,969.156,50.4153,2
263.344,268.539,7.3447,7.0977,833.878,50.6211,0
273.106,273.432,7.6579,7.6483,884.637,45.0672,0
263.761,200.842,8.9251,8.7717,954.172,46.7263,1
260.508,246.546,8.6463,7.9856,898.425,46.6557,2
261.123,204.83,9.0165,8.6508,946.347,44.9512,1
262.88,251.167,5.0514,4.7137,528.464,44.7841,4
269.818,269.609,7.0859,6.9967,841.913,46.2643,0
279.967,274.924,7.4418,7.4842,862.62,36.703,0
265.563,308.061,8.1068,5.3904,839.459,41.1356,4
267.491,256.332,7.0073,6.9058,743.843,44.3956,0
315.629,258.588,2.3002,2.7353,378.592,23.5838,0
1.6494,271.446,0.1052,8.9776,993.967,49.5296,3
1.6599,268.836,0.1033,8.9621,987.24,48.4608,3
259.337,245.648,8.7407,8.0971,905.789,46.5664,2
263.677,2.1192,8.2201,0.0434,857.518,42.4885,3
1.6215,273.052,0.1092,8.8259,966.092,46.3386,3
258.394,240.785,8.8723,8.2527,935.837,48.5874,2
265.01,241.948,8.4759,8.1595,898.28,46.916,2
1.6119,277.473,0.1067,8.6703,966.011,47.3813,3
1.6111,273.884,0.1117,8.7087,960.78,46.3218,3
261.481,273.464,7.8619,7.4962,848.014,44.7896,0
281.447,276.323,6.2028,6.0561,692.508,31.1073,0
274.935,279.065,6.7289,6.5555,788.041,39.7888,0
297.659,260.01,3.4892,3.3331,386.596,24.1798,4
258.326,199.46,9.0132,8.6748,956.235,48.2632,1
287.754,279.398,5.5756,5.4378,622.414,27.2245,0
258.231,201.647,8.7689,8.3471,905.831,46.3819,1
273.715,278.549,4.5878,3.8981,658.643,25.5094,4
270.848,270.866,7.2986,7.1781,860.335,43.9934,0
250.036,2.1549,8.9859,0.0475,936.795,53.6771,3
1.6101,266.823,0.1154,8.6486,934.563,47.4611,3
267.07,244.204,9.258,8.8319,992.433,40.2831,2
1.6526,271.289,0.1095,9.0132,996.006,45.4281,3
289.671,319.85,5.2745,1.6106,573.692,28.28,4
262.253,269.053,8.6012,8.352,926.181,46.8086,0
292.553,265.121,4.4243,4.3385,503.702,29.4446,4
275.865,293.253,3.9085,1.3504,423.048,37.1698,4
259.993,202.757,8.7151,8.3073,913.007,47.394,1
272.827,270.084,4.8081,4.5304,575.012,39.4183,0
261.711,269.373,7.9493,7.6175,901.235,47.6666,0
279.312,292.844,0.8133,0.7764,131.062,30.0932,0
247.596,232.95,9.1403,8.3991,979.388,56.8478,2
284.302,263.631,4.2693,4.0463,456.045,33.5979,4
260.16,273.455,9.4662,9.0124,989.757,40.4178,0
260.669,348.027,4.6347,0.1237,570.016,19.446,4
265.826,274.002,8.5076,8.2213,911.587,42.6753,0
253.387,194.747,8.7783,8.5066,917.779,52.7189,1
262.983,309.614,7.5086,3.5764,800.106,45.8338,4
264.529,326.273,4.9309,0.6603,601.495,16.7546,4
1.6039,275.048,0.1052,8.678,966.28,50.4464,3
250.651,235.372,9.2047,8.579,971.017,51.6327,2
263.536,205.538,8.9541,8.5751,939.055,44.0119,1
274.947,276.993,7.7928,7.6813,878.667,38.5749,0
263.604,201.42,7.8302,7.608,831.396,47.3054,1
263.441,2.1153,8.9196,0.0366,933.501,44.0358,3
258.466,252.456,6.8453,6.627,724.92,49.2251,0
266.0,249.176,9.3574,8.7273,990.611,37.727,2
262.217,2.0977,8.2806,0.0426,857.969,42.3879,3
255.146,199.263,8.83,8.4337,909.592,45.7686,1
296.732,258.71,3.2914,3.159,371.643,25.3505,4
252.796,234.416,8.292,7.7783,890.136,53.7116,2
253.136,258.748,8.3879,8.0457,844.18,52.5788,0
1.6495,269.719,0.1098,9.0453,995.892,45.8345,3
256.29,241.919,8.1877,7.6232,843.511,49.4563,2
260.819,203.258,9.3366,9.0132,989.165,44.381,1
306.071,240.733,2.3948,2.6723,368.043,28.4423,4
264.132,205.367,8.575,8.1957,892.576,43.781,1
260.711,201.445,8.7124,8.371,909.572,45.1908,1
1.6083,269.718,0.1131,8.5641,934.422,46.7472,3
261.72,206.153,9.059,8.63,955.951,46.3988,1
262.476,205.184,8.9893,8.6175,955.685,46.2609,1
320.419,350.285,1.4163,0.083,421.702,12.2162,4
275.208,268.0,5.6834,5.5102,691.045,40.5754,0
274.88,291.877,3.0048,0.95,336.207,39.7909,4
263.155,244.636,9.4072,8.8361,993.229,40.4159,2
265.915,2.1049,8.7249,0.0407,923.442,42.9291,3
261.279,270.779,8.0468,7.5629,842.069,46.1885,0
261.693,244.762,8.5123,7.95,883.112,43.5839,2
1.6618,268.538,0.1047,8.9626,987.25,49.9994,3
270.581,247.161,5.7687,5.5013,643.081,40.1489,4
295.52,346.054,2.3264,0.0883,403.265,16.4235,4
251.43,2.1653,8.9247,0.0462,936.232,53.6122,3
274.665,278.917,6.0372,5.8304,722.992,43.431,0
263.296,2.1759,9.1075,0.0451,957.597,42.6536,3
276.434,260.837,5.3596,5.0842,560.681,35.7035,4
327.266,315.791,1.3436,1.1497,219.102,12.4815,4
264.278,204.72,8.9063,8.607,939.029,44.3713,1
265.763,203.659,8.8683,8.6446,936.377,44.5745,1
262.464,208.591,8.9284,8.4805,924.336,40.7837,1
261.361,196.443,7.9549,7.8416,836.38,47.1855,1
259.485,244.8,9.2934,8.6926,964.509,42.311,2
274.931,265.976,4.9327,4.7239,597.401,41.56,0
270.631,303.834,6.9263,4.5017,764.816,43.7808,4
272.547,277.273,7.8459,7.6041,869.924,40.6539,0
271.467,254.196,3.5852,3.1599,395.125,39.8574,4
265.969,207.667,8.7926,8.4592,923.194,41.8148,1
267.178,201.038,8.746,8.747,949.585,47.3496,1
262.328,259.196,7.3313,7.0337,792.521,43.1635,0
310.254,297.385,1.0718,0.9493,141.189,11.5084,0
253.445,2.1268,9.1304,0.0478,962.493,51.1313,3
252.226,256.615,9.1095,8.8904,966.861,55.3518,0
263.94,201.653,7.8788,7.6507,831.321,45.9543,1
265.114,203.862,9.2128,9.0324,988.227,43.6635,1
260.822,254.402,7.8039,6.8183,816.91,48.3066,2
255.8,230.746,8.9763,8.6611,966.117,52.0269,2
316.837,346.097,1.6941,0.0814,416.063,11.8859,4
258.594,201.554,9.0489,8.6986,947.844,47.1295,1
259.045,257.146,7.877,6.7403,815.931,48.283,2
255.812,235.588,8.9158,8.4228,939.15,50.2533,2
276.8,292.833,2.0858,1.8703,255.558,34.0487,0
1.6101,266.979,0.1076,8.6119,930.084,51.1067,3
290.499,282.955,2.7341,0.8097,305.412,31.0708,4
1.6052,271.778,0.1184,8.7588,960.651,48.3635,3
294.983,272.33,0.3657,0.2082,153.656,31.518,0
260.859,241.942,7.9637,7.5813,830.886,47.8975,2
264.805,239.087,8.4177,8.1459,887.375,44.6034,2
258.912,209.517,9.1136,8.4291,948.61,45.3616,1
259.633,199.189,7.9901,7.732,835.342,47.2447,1
267.364,307.716,5.9615,2.1306,620.045,41.051,4
259.53,205.017,9.0808,8.6517,946.821,44.5402,1
264.784,2.1039,8.8849,0.0369,931.532,44.1023,3
278.578,254.716,3.5929,3.3676,390.338,29.7077,4
319.231,293.625,2.5343,2.3683,476.415,27.1407,4
289.302,278.116,2.8589,1.6472,316.23,31.369,4
267.298,2.1499,9.035,0.0427,956.954,41.7158,3
261.999,199.442,8.636,8.4229,905.552,46.3603,1
280.949,252.293,4.4156,4.1733,472.473,31.5573,4
257.63,242.665,8.1147,7.5738,838.682,48.8146,2
251.739,227.433,8.9408,8.5637,971.85,56.6652,2
251.948,263.946,8.7315,8.2491,888.226,51.3289,0
1.6154,274.444,0.1155,8.6932,959.738,47.4506,3
319.762,299.961,0.3185,6.8087,798.191,4.0353,4
263.79,2.1508,8.805,0.0404,928.107,43.2225,3
278.954,269.186,6.9951,6.8698,779.547,38.1005,0
266.743,205.324,8.4649,8.1919,892.082,43.9481,1
262.403,199.11,8.9272,8.7899,947.685,47.101,1
257.375,258.892,6.5535,6.1654,683.163,47.0053,0
1.6192,274.312,0.1129,8.4722,930.804,48.3027,3
259.187,196.402,7.993,7.8134,832.008,47.3449,1
262.075,248.465,5.347,5.0736,559.012,47.8365,4
1.6475,271.596,0.1057,9.0079,992.328,48.6249,3
257.479,2.1532,8.9621,0.0499,964.851,51.7448,3
248.25,227.125,9.0329,8.5438,969.161,56.3168,2
1.6541,271.174,0.103,8.8538,983.493,49.5417,3
283.293,245.821,2.9646,2.7555,342.006,33.1197,4
287.696,251.544,3.4735,3.2846,381.221,33.0702,4
1.6241,274.342,0.1061,8.7953,966.273,46.3179,3
1.6636,265.804,0.1064,9.0638,988.939,50.1217,3
269.448,266.607,7.4621,7.4449,877.71,46.766,0
264.958,2.1033,8.1429,0.0415,856.434,43.133,3
267.58,248.976,9.3164,8.7505,992.592,38.3011,2
314.001,257.629,3.2498,4.3537,518.563,25.6514,4
277.885,284.502,4.6064,3.7568,563.691,40.6588,4
252.837,198.323,8.7955,8.3789,914.117,52.4704,1
1.6396,271.775,0.1117,8.9807,993.482,49.6573,3
271.77,253.715,5.2625,5.008,535.745,32.8364,4
264.526,241.785,8.5053,8.168,899.256,46.7895,2
259.255,201.582,9.0371,8.7124,947.833,46.9187,1
268.073,269.608,7.6607,7.5028,886.163,44.8143,0
258.956,200.665,8.024,7.6801,832.594,46.6047,1
261.16,242.581,8.5683,8.0249,890.044,45.0782,2
255.756,2.144,9.0537,0.0473,963.841,50.3445,3
263.2,2.0878,8.8807,0.0366,923.786,43.8426,3
255.867,2.1298,8.8768,0.0471,940.147,52.5985,3
273.964,266.571,6.5947,6.3702,714.485,38.968,0
258.12,261.25,6.255,5.82,656.47,48.8526,0
304.221,237.647,2.4535,2.837,373.069,28.1882,4
258.426,2.1179,8.937,0.0444,923.837,43.5851,3
249.325,235.289,9.0212,8.3288,962.377,53.5377,2
245.927,233.548,8.9722,8.2986,948.127,55.1239,2
260.549,241.585,7.9589,7.5726,828.774,48.2783,2
267.597,208.264,9.0724,8.7205,959.898,41.5698,1
258.351,281.926,3.7209,0.1783,687.138,27.9783,4
264.209,2.1111,8.2947,0.0426,863.018,41.201,3
261.54,203.725,9.0174,8.6399,938.597,44.7927,1
264.612,206.285,8.595,8.2137,895.313,44.2519,1
265.133,202.671,8.9084,8.7401,948.132,45.1255,1
268.759,301.573,6.607,3.7281,738.67,48.6478,4
255.859,2.1446,8.852,0.0437,933.916,51.7027,3
263.103,242.973,9.0219,8.5906,957.106,46.3208,2
300.803,234.316,1.461,1.4641,233.917,27.6568,4
258.848,240.018,8.0375,7.64,830.846,47.9083,2
287.435,238.008,2.3821,2.2511,276.584,33.359,4
348.743,292.858,0.3699,7.057,835.141,16.7304,4
1.6116,273.663,0.1118,8.4475,929.246,50.7742,3
1.6191,273.586,0.1092,8.8158,967.034,46.7017,3
266.942,2.1607,9.0096,0.0447,958.033,42.0749,3
266.891,206.18,9.0846,8.7855,960.177,41.871,1
267.207,246.825,9.0168,8.5803,967.664,43.8963,2
258.748,265.391,8.7696,8.4448,932.235,45.7399,0
267.824,294.062,4.6666,2.0229,489.987,39.7101,4
1.6102,270.438,0.1172,8.7011,959.667,51.1634,3
1.6484,272.33,0.1015,8.9597,992.397,48.7454,3
271.309,273.693,7.7136,7.633,883.82,44.7649,0
253.71,199.346,9.1423,8.6738,956.62,48.1379,1
256.317,234.876,8.6212,8.2543,941.781,54.964,2
262.086,2.1137,8.8342,0.0415,922.939,43.2269,3
263.933,2.1737,8.789,0.0419,926.916,43.2181,3
265.375,241.548,8.3284,7.9852,881.343,44.6902,2
264.876,249.436,9.2427,8.59,977.265,43.1113,2
267.349,250.366,6.0986,5.9222,678.63,42.6849,4
263.591,245.251,9.1941,8.7045,967.053,41.9605,2
262.132,202.826,7.9454,7.596,825.912,43.5959,1
261.014,199.654,9.0127,8.8224,953.232,47.3336,1
259.597,270.401,8.9354,8.4713,939.107,46.0147,0
1.5922,271.656,0.1124,8.6789,958.818,49.9268,3
245.512,256.92,8.8438,8.3638,925.572,57.894,0
281.331,259.799,4.7562,4.5526,509.172,35.8968,4
264.453,266.11,7.6348,6.2471,807.169,47.1541,2
1.6551,264.407,0.1061,9.066,985.823,48.6716,3
257.859,320.745,7.3605,1.4848,770.024,46.5469,4
249.73,234.029,9.0557,8.45,968.034,54.1454,2
263.487,205.423,9.2618,8.9159,985.559,43.4439,1
255.325,196.707,9.0549,8.7589,956.355,49.8011,1
263.674,2.0926,8.1749,0.0424,855.321,43.4067,3
269.448,254.258,6.0094,5.7975,673.28,42.1684,4
255.612,2.1533,8.9852,0.0481,958.855,52.1189,3
1.5976,269.539,0.1133,8.6022,928.196,50.1,3
264.287,271.949,8.1693,7.8711,889.312,45.3606,0
263.648,206.244,8.961,8.5355,939.191,44.8525,1
1.6091,274.686,0.1033,8.7626,965.365,47.2436,3
264.074,2.1469,8.7871,0.0424,930.083,43.8306,3
257.817,202.193,9.0692,8.6784,947.234,47.0577,1
277.51,263.519,3.7056,3.2115,413.907,40.4872,4
260.346,200.641,8.7366,8.4196,910.915,45.1271,1
296.964,355.658,1.9761,0.0552,372.569,9.3856,4
254.432,196.23,8.7384,8.4605,917.012,52.9005,1
260.176,201.026,9.052,8.7403,938.367,44.9146,1
286.894,291.565,0.3012,0.6695,121.069,23.4817,4
273.955,259.778,4.2306,3.8668,465.462,40.9543,4
258.101,204.623,9.4763,9.0022,990.845,44.3642,1
1.6105,270.927,0.1139,8.5223,936.009,47.1175,3
261.3,208.084,8.6954,8.1133,897.833,44.8309,1
251.177,233.821,9.1408,8.451,980.297,53.5778,2
1.6159,273.782,0.1111,8.7323,966.381,48.4943,3
261.725,269.247,9.0502,8.6668,948.35,44.3154,0
262.593,202.388,9.3208,9.0778,991.239,44.7966,1
265.549,246.779,8.9796,8.506,940.834,41.5514,2
263.349,197.832,7.8372,7.7736,833.71,47.5383,1
262.701,319.241,5.0501,2.8421,620.859,20.4826,4
1.6186,274.46,0.1091,8.824,967.25,44.1665,3
264.432,243.515,9.0703,8.6241,970.163,45.4348,2
267.546,2.0929,8.0309,0.0439,855.403,43.4094,3
263.115,204.988,9.0223,8.7122,947.068,44.068,1
279.434,318.185,6.8428,3.3946,759.854,37.601,4
263.715,202.937,8.8365,8.6026,923.564,42.9401,1
251.072,233.893,8.9997,8.4455,966.161,54.3089,2
261.472,243.199,9.0646,8.5638,956.662,46.0401,2
262.192,203.729,8.6302,8.2663,892.325,43.8204,1
257.295,237.964,8.1377,7.742,842.435,50.0032,2
257.027,194.744,8.6782,8.5346,919.921,52.421,1
264.919,204.073,9.2263,9.0277,988.556,43.6493,1
1.6071,271.203,0.1134,8.4914,928.685,50.5778,3
259.652,197.339,8.7018,8.4882,913.846,47.9344,1
270.65,351.545,3.5489,0.0884,463.216,14.0043,4
268.291,207.239,8.7914,8.5468,925.263,40.729,1
264.237,2.1428,8.7658,0.0389,926.826,43.3538,3
265.09,2.1542,9.0277,0.0451,954.367,42.8373,3
264.254,223.283,8.7861,8.8845,920.693,42.9776,1
271.237,277.475,7.5364,7.2672,838.737,41.8193,0
259.406,238.691,8.154,7.7933,854.195,51.2054,2
253.799,193.894,8.7597,8.5457,913.591,52.5317,1
262.746,198.342,7.8899,7.755,833.149,46.9171,1
267.48,204.617,8.7621,8.6048,922.525,41.3063,1
271.18,295.65,6.9322,5.1882,774.644,45.4007,4
250.64,234.168,9.0036,8.4154,967.865,54.7844,2
258.305,237.068,8.8691,8.3955,934.514,48.7242,2
266.199,244.27,9.1042,8.6982,972.868,43.2429,2
261.841,201.832,8.6482,8.339,905.134,46.4338,1
1.6173,273.531,0.1097,8.8289,967.484,46.2481,3
252.842,195.732,9.0804,8.7568,952.621,50.0915,1
261.128,312.304,7.5805,3.3084,800.607,45.7556,4
272.485,297.262,5.9325,4.2783,656.305,37.7466,4
254.532,195.514,9.1325,8.833,959.754,49.0472,1
267.066,272.978,7.7175,7.4,879.935,44.4928,0
249.923,232.607,8.8693,8.3334,952.299,56.3969,2
266.483,2.1683,9.0219,0.0449,958.253,42.3695,3
260.297,201.898,8.7226,8.3558,908.888,45.1908,1
310.682,249.645,3.0782,3.9647,486.813,31.2173,0
253.613,235.373,8.9042,8.385,966.396,54.3451,2
262.427,242.377,8.9989,8.5389,957.437,47.0959,2
304.514,265.488,3.2628,3.1375,368.583,19.2501,4
264.457,204.538,8.9491,8.6951,945.922,44.7107,1
1.6321,271.158,0.1077,8.9732,991.388,49.1517,3
1.66,270.31,0.1021,8.9856,991.795,46.5824,3
261.394,2.1209,8.8644,0.041,924.943,43.5989,3
251.729,2.144,9.0484,0.0459,935.401,49.9927,3
265.045,2.1138,8.8736,0.0366,930.772,43.4115,3
252.41,230.837,8.8916,8.4621,962.705,55.7486,2
259.984,198.646,8.563,8.3912,909.2,51.0541,1
257.819,268.773,8.8736,8.3723,918.066,44.7599,0
257.625,271.363,7.7311,7.1931,852.027,50.743,0
274.825,259.828,5.1665,4.8907,542.282,38.3042,4
262.896,244.429,8.5741,8.0837,899.479,46.4947,2
270.875,271.803,7.6243,7.5589,878.051,43.1242,0
292.213,251.886,2.501,0.3227,285.954,31.3082,4
251.077,232.299,8.9373,8.4147,963.323,55.7132,2
281.387,261.687,4.0382,3.8321,444.799,35.8067,4
266.288,2.0972,8.84,0.0371,932.952,43.9715,3
1.6086,272.185,0.1064,8.8168,967.183,49.5572,3
281.317,278.078,5.9098,5.7223,651.699,29.4523,0
273.289,280.465,6.4255,5.8021,681.593,37.8177,0
254.951,288.139,8.2592,6.5675,855.022,50.7581,4
1.6609,267.882,0.1014,9.1105,992.275,49.4714,3
268.906,285.969,6.2336,5.0771,686.037,39.5764,4
253.666,198.861,8.7581,8.3327,915.3,53.0164,1
254.204,234.869,8.9438,8.4126,938.348,51.0366,2
249.757,235.495,8.8056,8.1888,936.795,54.9291,2
275.436,285.674,7.9578,7.6548,867.68,34.8012,0
264.586,207.348,9.1357,8.7494,960.556,42.3884,1
253.465,195.9,8.7706,8.4775,913.573,52.5317,1
254.375,199.678,9.128,8.6238,960.55,50.1429,1
274.387,319.733,5.9215,1.7281,618.483,36.1721,4
250.4,196.105,8.9006,8.5007,921.056,52.9416,1
270.379,278.305,6.7006,6.4001,786.54,44.9106,0
269.515,210.227,9.0048,8.6293,960.24,41.5392,1
1.6224,265.383,0.1089,8.7006,934.813,47.6509,3
253.151,261.312,9.3113,8.9983,982.193,52.4892,0
254.293,238.801,8.4101,7.8125,860.63,52.525,2
311.809,286.685,3.0293,2.8417,488.045,28.0898,4
1.6477,271.178,0.104,8.9041,987.437,48.2309,3
309.126,241.233,2.6799,3.0687,416.46,29.3023,4
269.502,305.128,6.5391,3.5996,735.036,48.5091,4
254.79,2.1286,9.0595,0.0469,959.031,50.8677,3
316.659,275.362,2.1123,1.6838,353.048,22.2986,4
263.885,2.1625,9.1361,0.0442,959.188,42.0048,3
261.025,200.666,8.6571,8.3675,907.847,46.259,1
260.012,202.49,8.7051,8.3014,904.626,46.4647,1
252.693,232.632,8.9641,8.4896,969.094,54.4931,2
255.77,236.992,8.3289,7.8625,858.818,52.1524,2
264.16,2.1116,8.2174,0.0417,858.556,42.4198,3
261.571,198.748,8.6387,8.4502,914.651,47.9384,1
262.622,2.1042,8.9521,0.0373,932.382,43.9707,3
257.517,199.475,8.0266,7.6979,830.834,47.4905,1
284.025,317.779,7.0637,4.4072,774.875,32.4052,4
287.585,325.049,6.9497,4.3021,764.98,29.1787,4
271.543,240.891,3.8096,3.6246,405.912,31.2086,4
258.544,272.136,8.7623,8.2987,920.782,45.5318,0
260.695,244.571,8.6275,8.0599,899.176,47.1019,2
280.482,287.316,4.0549,3.3211,501.938,37.5709,4
261.144,245.15,9.0738,8.5154,956.07,45.8783,2
257.068,200.117,8.813,8.4201,915.138,47.1381,1
255.105,258.518,8.3034,8.1404,907.124,54.1325,0
262.161,2.0947,8.8354,0.0401,922.8,43.2173,3
263.256,200.701,8.6355,8.416,911.032,45.525,1
256.788,238.814,8.1631,7.7212,844.907,50.4136,2
291.596,248.906,2.5405,0.3357,287.818,31.4057,4
263.873,2.1223,8.7835,0.0399,925.302,43.6165,3
282.258,288.203,1.6427,1.5844,218.425,33.3867,0
273.165,263.996,5.7085,5.5379,621.117,41.3326,0
270.937,278.764,7.7105,7.4481,842.199,39.6009,0
263.385,2.1117,8.943,0.0365,932.02,43.4876,3
264.467,323.116,7.7466,2.3118,818.012,45.3487,4
273.888,264.105,6.1356,5.9758,730.531,42.8959,0
256.19,305.123,8.9298,4.9137,935.898,49.8398,4
264.88,209.343,9.1353,8.6336,960.079,41.6786,1
248.93,232.324,9.2892,8.5791,986.406,52.4632,2
252.755,237.03,9.0547,8.4447,942.497,49.2156,2
262.139,202.062,9.0018,8.7171,941.117,44.0648,1
266.881,252.299,5.2098,4.9217,548.93,44.5229,4
259.283,2.0862,8.2897,0.0415,853.734,43.5807,3
251.166,235.295,9.2136,8.4646,989.984,53.6032,2
256.323,263.379,8.8701,8.5275,932.246,44.4444,0
264.044,198.566,7.8143,7.7258,831.221,47.3057,1
262.811,206.747,8.9088,8.5343,923.742,41.2564,1
257.041,197.66,8.9403,8.6793,948.733,49.9629,1
257.039,246.136,9.2782,8.5392,969.087,45.1097,2
311.115,327.65,2.1241,0.2025,380.359,18.7163,4
251.23,260.328,9.015,8.624,911.483,53.049,0
279.475,278.186,0.8907,0.6717,107.926,29.7028,4
289.421,319.718,5.3043,1.751,576.606,28.2721,4
258.346,198.937,8.008,7.7105,831.688,47.421,1
259.005,196.484,7.9887,7.809,830.747,47.3647,1
260.103,237.111,8.8212,8.4296,937.157,48.3087,2
279.245,289.855,0.6605,0.6615,121.906,30.3715,0
256.862,195.827,9.0187,8.777,960.825,50.9502,1
289.797,289.723,7.4317,7.3579,855.536,23.9242,0
268.866,2.1088,8.209,0.0426,868.563,40.6016,3
279.394,249.238,3.7526,3.6002,410.246,32.2592,4
1.5867,272.744,0.1039,8.4815,928.936,50.6511,3
1.636,270.981,0.1064,8.9826,987.189,44.3051,3
252.737,233.483,8.9821,8.4548,938.297,51.0895,2
276.135,285.154,7.1818,6.7176,790.448,40.319,0
281.0,258.449,4.4453,4.249,486.813,37.121,4
290.557,265.57,3.8151,3.6868,429.527,31.7451,4
264.35,261.21,7.3428,7.009,765.978,42.8228,0
262.692,204.864,9.1882,8.863,962.336,42.6911,1
255.908,2.1576,8.975,0.0467,959.079,52.1232,3
1.6182,277.405,0.1097,8.6889,967.432,46.6172,3
315.314,308.233,1.8167,1.5862,247.782,14.459,4
273.885,299.731,6.2518,4.2922,654.773,36.0704,4
267.686,209.608,8.806,8.4527,924.941,40.8836,1
285.32,291.099,7.852,7.6175,888.7,29.718,0
252.352,302.402,9.0814,3.7785,946.189,49.9498,2
311.84,294.841,3.976,3.977,578.819,28.0672,0
267.06,249.885,6.066,5.8998,674.887,42.3269,4
266.789,207.399,9.0883,8.7894,964.37,42.4338,1
257.385,200.488,9.0325,8.6123,956.147,48.216,1
1.6395,271.812,0.1084,8.8991,986.606,47.9471,3
257.41,197.958,8.9937,8.7153,956.403,49.4654,1
270.483,252.887,5.9693,5.8108,670.108,42.0143,4
266.401,243.946,8.3659,8.0062,884.162,43.1878,2
258.377,282.633,7.9303,6.5713,807.309,51.0012,4
259.609,203.556,9.398,9.0324,989.099,43.9566,1
263.565,239.542,8.4326,8.0936,884.112,44.3821,2
1.6248,268.67,0.1149,8.6119,934.334,47.6376,3
253.972,200.225,8.7863,8.3169,911.825,51.6266,1
251.093,255.783,9.294,9.0448,982.808,54.1791,0
259.774,238.331,8.1365,7.8052,853.697,51.2139,2
261.218,263.069,7.3766,7.2484,832.447,51.216,0
272.964,283.15,4.752,3.1379,505.309,39.8186,4
1.6133,275.763,0.1125,8.6456,960.796,47.8282,3
291.884,257.126,3.1752,2.987,360.078,30.2886,4
262.181,203.61,8.9981,8.6993,944.434,44.7506,1
261.223,199.724,9.0008,8.7583,938.135,44.5555,1
264.37,203.094,8.9231,8.7088,955.706,46.236,1
260.522,268.791,7.7531,6.0608,804.115,46.2183,2
265.304,2.1338,8.332,0.042,865.986,40.0792,3
263.633,275.754,9.0905,8.6999,966.918,41.1063,0
260.765,246.243,5.6297,5.3749,586.792,47.0259,4
261.697,286.372,6.6791,5.3578,736.14,50.2932,4
309.823,289.703,1.8005,0.6035,286.076,23.624,4
253.347,238.396,8.9504,8.2602,937.473,51.0612,2
269.123,244.349,6.1573,5.9245,654.411,42.2228,4
249.069,235.22,8.844,8.2162,941.968,55.0604,2
260.487,262.84,8.9058,8.7156,949.597,46.3043,0
263.373,201.47,9.3095,9.1196,989.762,44.4797,1
267.289,206.318,9.0595,8.7739,960.032,42.1259,1
257.724,237.77,8.8958,8.3797,936.456,48.9156,2
288.56,271.291,5.2818,5.0946,594.056,28.3061,4
258.231,199.457,9.0354,8.6945,958.024,48.0806,1
262.205,198.716,8.6151,8.4433,908.399,46.2754,1
1.6387,266.354,0.1076,9.1233,990.092,44.8915,3
290.543,293.22,1.9271,0.8516,339.086,33.7488,4
261.84,317.832,7.5576,2.342,793.923,47.8593,4
1.6303,271.471,0.1117,8.5457,935.558,47.6524,3
1.6217,269.733,0.1135,8.834,960.297,47.6789,3
257.856,203.399,9.1376,8.7217,948.31,45.5327,1
257.018,291.699,8.0653,5.8765,849.468,51.863,4
264.978,205.939,8.8059,8.5204,922.125,42.0464,1
1.6378,269.616,0.1075,9.0272,991.964,49.1477,3
263.017,202.601,8.995,8.7577,947.844,44.4302,1
259.563,204.842,9.3904,8.9486,986.878,43.511,1
252.462,196.433,8.8279,8.4734,918.358,52.5653,1
266.317,2.1006,8.8257,0.039,930.445,44.0628,3
268.515,272.37,7.2288,7.0058,846.084,48.2455,0
272.258,275.278,7.1671,6.7853,778.2,34.4,0
250.99,233.6,9.0811,8.4168,982.476,56.1277,2
269.275,308.406,5.8872,1.792,624.596,44.3516,4
263.247,2.0977,8.8673,0.0393,923.558,43.7425,3
1.6114,271.859,0.1114,8.7886,966.82,49.2056,3
262.471,204.636,8.8421,8.5116,920.134,42.6151,1
260.434,275.427,6.3536,5.3259,661.139,46.0798,4
266.607,202.191,8.7219,8.621,922.035,42.3632,1
1.676,269.53,0.1056,9.1164,995.181,42.3895,3
256.534,318.269,7.439,1.8202,740.658,49.2594,4
258.949,264.254,7.6132,7.374,855.715,50.9374,0
267.618,2.102,8.2409,0.0406,865.639,39.9177,3
